arm	seed	job_id	run_stamp
grpo	43	30159717	cde69_gate2_compute_matched_05b_6pass_grpo_s43
verified_first_global_replay_canonical	43	30159718	cde69_gate2_compute_matched_05b_6pass_verified_first_global_replay_canonical_s43
verified_entropy_gated_singleton_escape_canonical	43	30159719	cde69_gate2_compute_matched_05b_6pass_verified_entropy_gated_singleton_escape_canonical_s43
verified_route_successor	43	30159720	cde69_gate2_compute_matched_05b_6pass_verified_route_successor_s43
