arm	seed	job_id	run_stamp
grpo	43	30159721	pye69_gate2_compute_matched_05b_6pass_grpo_s43
verified_first_global_replay_canonical	43	30159722	pye69_gate2_compute_matched_05b_6pass_verified_first_global_replay_canonical_s43
verified_entropy_gated_singleton_escape_canonical	43	30159723	pye69_gate2_compute_matched_05b_6pass_verified_entropy_gated_singleton_escape_canonical_s43
verified_route_successor	43	30159724	pye69_gate2_compute_matched_05b_6pass_verified_route_successor_s43
