arm	seed	job_id	run_stamp
grpo	43	30160181	gce69_gate2_placement_repair_grpo_s43
verified_first_global_replay_canonical	43	30160182	gce69_gate2_placement_repair_verified_first_global_replay_canonical_s43
verified_entropy_gated_singleton_escape_canonical	43	30160183	gce69_gate2_placement_repair_verified_entropy_gated_singleton_escape_canonical_s43
verified_route_successor	43	30160184	gce69_gate2_placement_repair_verified_route_successor_s43
