domain,stage,cohort,arm,metric,training_pass,optimizer_step,seed_43,seed_44,seed_45,seed_46,seed_47,mean,min,max,is_terminal,is_complete_12
PantryPlan,B,ppe71,grpo,distinct8,0,0,2.435546875,2.435546875,2.419921875,2.419921875,2.419921875,2.426171875,2.419921875,2.435546875,0,1
PantryPlan,B,ppe71,grpo,greedy,3,1152,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,mean8,3,1152,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,pass8,3,1152,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,distinct8,3,1152,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,greedy,6,2304,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,mean8,6,2304,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,pass8,6,2304,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,distinct8,6,2304,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,greedy,9,3456,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,mean8,9,3456,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,pass8,9,3456,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,distinct8,9,3456,0.53125,0.53125,0.53125,0.484375,0.53125,0.521875,0.484375,0.53125,0,1
PantryPlan,B,ppe71,grpo,greedy,12,4608,0.546875,0.53125,0.53125,0.484375,0.53125,0.525,0.484375,0.546875,1,1
PantryPlan,B,ppe71,grpo,mean8,12,4608,0.542724609375,0.53125,0.53125,0.484375,0.53125,0.524169921875,0.484375,0.542724609375,1,1
PantryPlan,B,ppe71,grpo,pass8,12,4608,0.703125,0.53125,0.53125,0.484375,0.53125,0.55625,0.484375,0.703125,1,1
PantryPlan,B,ppe71,grpo,distinct8,12,4608,1.08984375,0.53125,0.53125,0.484375,0.53125,0.63359375,0.484375,1.08984375,1,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,greedy,0,0,0.359375,0.359375,0.40625,0.40625,0.40625,0.3875,0.359375,0.40625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,mean8,0,0,0.3447265625,0.3447265625,0.3427734375,0.3427734375,0.3427734375,0.3435546875,0.3427734375,0.3447265625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,pass8,0,0,0.900390625,0.900390625,0.90234375,0.90234375,0.90234375,0.9015625,0.900390625,0.90234375,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,distinct8,0,0,2.435546875,2.435546875,2.419921875,2.419921875,2.419921875,2.426171875,2.419921875,2.435546875,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,greedy,3,1152,0.6328125,0.6328125,0.6328125,0.609375,0.5234375,0.60625,0.5234375,0.6328125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,mean8,3,1152,0.5712890625,0.526123046875,0.49267578125,0.470458984375,0.437255859375,0.499560546875,0.437255859375,0.5712890625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,pass8,3,1152,0.841796875,0.853515625,0.94140625,0.91796875,0.892578125,0.889453125,0.841796875,0.94140625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,distinct8,3,1152,2.017578125,2.646484375,3.509765625,2.671875,2.767578125,2.72265625,2.017578125,3.509765625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,greedy,6,2304,0.5859375,0.6171875,0.625,0.625,0.6328125,0.6171875,0.5859375,0.6328125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,mean8,6,2304,0.526611328125,0.543701171875,0.533935546875,0.54052734375,0.521484375,0.533251953125,0.521484375,0.543701171875,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,pass8,6,2304,0.841796875,0.875,0.916015625,0.86328125,0.880859375,0.875390625,0.841796875,0.916015625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,distinct8,6,2304,2.87890625,2.56640625,2.814453125,2.5625,2.53515625,2.671484375,2.53515625,2.87890625,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,greedy,9,3456,0.484375,0.609375,0.578125,0.5234375,0.6328125,0.565625,0.484375,0.6328125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,mean8,9,3456,0.46826171875,0.590576171875,0.526611328125,0.52197265625,0.598876953125,0.541259765625,0.46826171875,0.598876953125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,pass8,9,3456,0.8671875,0.8046875,0.908203125,0.8984375,0.74609375,0.844921875,0.74609375,0.908203125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,distinct8,9,3456,2.76953125,1.759765625,2.482421875,2.6796875,1.5,2.23828125,1.5,2.76953125,0,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,greedy,12,4608,0.640625,0.6328125,0.6171875,0.5703125,0.5625,0.6046875,0.5625,0.640625,1,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,mean8,12,4608,0.583984375,0.5810546875,0.571533203125,0.551513671875,0.544189453125,0.566455078125,0.544189453125,0.583984375,1,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,pass8,12,4608,0.86328125,0.814453125,0.857421875,0.892578125,0.91796875,0.869140625,0.814453125,0.91796875,1,1
PantryPlan,B,ppe71,verified_first_global_replay_canonical,distinct8,12,4608,2.2109375,1.884765625,1.970703125,2.50390625,2.359375,2.1859375,1.884765625,2.50390625,1,1
